"ADMIN0","IU_ID","IUs_NAME","Cov2000","Cov2001","Cov2002","Cov2003","Cov2004","Cov2005","Cov2006","Cov2007","Cov2008","Cov2009","Cov2010","Cov2011","Cov2012","Cov2013","Cov2014","Cov2015","Cov2016","Cov2017","Cov2018","Cov2019","Cov2020","Cov2021","Cov2022","MDA_schemebefore2013","MDA_scheme2013","MDA_scheme2014","MDA_scheme2015","MDA_scheme2016","MDA_scheme2017","MDA_scheme2018","MDA_scheme2019","MDA_scheme2020","MDA_scheme2021","MDA_scheme2022"
"Nigeria","NGA36885","Kontogora",0,0,0,0,0,0,0,0,0,0,0,67.98634177,0,0,93.32,81.38,90.87,98.87,95.83,100,89.64,0,90.12,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36439","Kirfi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36625","Kwami",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.83,71.03,98.34,78.94,70.71,100,96.35,73.34,"Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM"
"Nigeria","NGA36481","Bayo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07499","ROUA",0,0,0,0,0,0,0,0,0,0,50.79324522,80.25536149,80.46115321,0,100,100,100,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"South Sudan","SSD44375","Maban",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.55,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM"
"Ethiopia","ETH18675","Womberma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18581","Dembecha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18662","Sinan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18573","Debay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18590","Enemay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18511","Dalifage",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH19110","Shinile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21508","East Mamprusi",0,0,0,73.24775049,74.35320247,76.52804849,76.89406523,67.96181111,72.81141601,75.82118391,0,85.09774115,0,0,91.09,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Benin","BEN03218","Cobly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Benin","BEN03237","Kalalé",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36896","Shiroro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.57,81.08,77.55,92.91,96.2,100,87.56,0,90.14,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36691","Kaduna North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.67,71.76,83.21,83.68,95.91,0,85.22,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36696","Kauru",0,0,0,0,0,0,0,0,0,0,100,100,0,0,100,97,94.2,96.67,89.56,0,84.62,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered"
"Nigeria","NGA36699","Lere",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,97.46,98.02,91.54,84.38,100,0,84.07,"Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36489","Hawul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.44,0,0,100,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","Not delivered","ALB+IVM"
"Cameroon","CMR07491","MERI",0,0,0,0,0,0,0,0,0,0,74.7331318,82.07942748,81.85663964,0,100,100,100,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07496","MOULVOUDAYE",0,0,0,0,0,0,0,0,0,0,40.53201456,76.03362905,81.40497066,0,74.44,64.15,66.54,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18632","Machakel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18544","Artuma Fursi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18509","Buremodaytu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Guinea","GIN22622","Kindia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.09,94.3,94.3,0,99.16,93.91,0,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered"
"Ghana","GHA21537","Builsa South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.32,100,94.06,0,0,0,0,0,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21527","West Mamprusi",0,0,0,71.63957193,75.41595105,84.94866395,82.39629359,100,78.31795343,45.90614858,83.02650089,76.54920716,0,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36628","Yamaltu/Deba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.82,92.71,97.99,94.56,80,100,96.35,100,"Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM"
"Nigeria","NGA36495","Kwaya Kusar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM"
"Ethiopia","ETH18522","Hadeleela",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Guinea","GIN22615","Faranah",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.02,86.63,89.69,0,72.47,78.5,97.34,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM"
"Ghana","GHA21544","Daffiama Bussie Issa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,93.59,0,0,0,0,0,0,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Benin","BEN03224","Péhunco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Benin","BEN03242","Sinendé",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Benin","BEN03235","Bembèrèkè",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36894","Rafi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.09,94.35,93.63,99.53,92.97,99.98,86.96,0,90.22,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36360","Hong",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Chad","TCD10717","Biobe Singako",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.72,100,100,98.38,97.72,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered"
"Ethiopia","ETH18546","Awabel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18659","Shebel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18614","Jamma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Guinea","GIN22614","Dubreka",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36692","Kaduna South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.61,75.22,82.16,24.58,97.2,0,86.24,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Nigeria","NGA36694","Kajeru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36428","Bauchi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07492","MINDIF",0,0,0,0,0,0,0,0,0,0,90.07635207,80.05052851,82.16336217,0,74.54,75.57,76.11,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07501","VELE",0,0,0,0,0,0,0,0,0,0,77.33140008,80.15973465,73.11173907,0,93.44,100,100,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18698","Menge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.96,92.35,90.6,88.35,100,0,0,0,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18636","Menz Gera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cote d'Ivoire","CIV15400","OUANGOLODOUGOU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.82,90.94,88.83,93.15,93.38,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered"
"Ghana","GHA21548","Nadowli",0,0,74.22730591,64.18262531,66.63868299,71.93612387,73.37823281,73.77197129,75.90668058,87.90924236,72.19356447,71.73932102,0,0,64.35,88.54,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21513","Mamprugo Moaduri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Benin","BEN03217","Boukoumbé",0,0,0,0,82.93582817,85.03290821,85.84222815,85.53548485,88.52941176,82.85671811,85.82431755,0,0,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Benin","BEN03222","Natitingou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36367","Mubi North",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.98,0,89.25,65.75,0,86.5,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Cameroon","CMR07493","MOGODE",0,0,0,0,0,0,0,0,75.73048229,0,82.84185452,77.03441442,75.92502861,0,85.05,88.08,90.52,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07479","HINA",0,0,0,0,0,0,0,0,84.1722243,0,82.36630842,82.9089717,78.67437512,0,100,97.87,100,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07488","MAROUA 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,0,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Chad","TCD10720","Sarh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,98.65,94.58,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered"
"Ethiopia","ETH18699","Odda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.01,87.99,83.73,84.45,84.45,0,0,98.53,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","ALB+IVM","Not delivered"
"Ethiopia","ETH18704","Yaso",0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.37,100,100,86.65,96.45,89.18,0,0,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18587","Efratana Gidim",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21506","Chereponi",0,0,0,72.40394921,72.61214418,73.26231226,79.56387058,75.82118391,77.04848721,95.0842709,84.92491271,83.10680933,0,0,93.3,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36618","Akko",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36357","Girei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.45,48.01,0,100,83.12,85.01,100,0,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Cameroon","CMR07475","GAZAWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,60.64,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"South Sudan","SSD44402","Raja",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18605","Gozamin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18538","Aneded",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18617","Jille Timuga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21509","Gushiegu",0,0,0,79.95443807,80.89401686,78.48369116,75.40850995,32.4925441,69.69453294,82.45964417,79.22641399,79.61569753,0,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Cameroon","CMR07481","KAR HAY",0,0,0,0,0,0,0,0,0,0,77.12007588,82.46872835,93.62145738,0,87.24,82.19,86.94,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18563","D/Elias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18826","Dera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ethiopia","ETH18642","Mida Woremo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21552","Wa East",0,0,0,0,0,82.18941879,89.30863983,87.90924236,92.46520157,85.45179508,76.50715343,74.83899932,0,0,100,100,88.29,70.28,0,77.16,0,81.23,80.78,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM"
"Nigeria","NGA37002","Bassa",0,81.46201782,55.08760346,60.85484428,77.91397252,71.84537268,78.3318732,81.99517375,86.90241638,78.41524574,79.02495451,79.33601736,0,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Nigeria","NGA36623","Gombe",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.4,100,100,87.35,100,96.35,100,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM"
