"ADMIN0","IU_ID","IUs_NAME","Cov2000","Cov2001","Cov2002","Cov2003","Cov2004","Cov2005","Cov2006","Cov2007","Cov2008","Cov2009","Cov2010","Cov2011","Cov2012","Cov2013","Cov2014","Cov2015","Cov2016","Cov2017","Cov2018","Cov2019","Cov2020","Cov2021","Cov2022","MDA_schemebefore2013","MDA_scheme2013","MDA_scheme2014","MDA_scheme2015","MDA_scheme2016","MDA_scheme2017","MDA_scheme2018","MDA_scheme2019","MDA_scheme2020","MDA_scheme2021","MDA_scheme2022"
"Ghana","GHA21660","Ga West",0,0,0,0,0,74.23135709,58.63240723,43.96411657,43.16927975,71.81665144,57.52473193,53.26380259,0,0,80.91,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21661","Krowor",0,0,0,0,0,0,0,0,52.6869641,69.40314136,81.76473183,63.06754914,0,0,68.89,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21662","Ledzokuku",0,0,0,0,0,0,0,0,52.6869641,69.40314136,81.76473183,63.06754914,0,0,68.89,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21663","Tema West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21664","Tema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21665","Bunkpurugu-Nakpanduri",0,0,0,0,0,76.47155294,76.95044763,71.81665144,80.21807608,32.4925441,80.79506934,80.2778289,0,0,81.78,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21666","Yunyoo-Nasuan",0,0,0,0,0,76.47155294,76.95044763,71.81665144,80.21807608,32.4925441,80.79506934,80.2778289,0,0,81.78,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21667","Nanton",0,0,0,74.21477313,70.38776111,84.66293819,86.26374707,82.45964417,86.82340816,78.85432785,87.8290767,81.9694942,0,0,91.96,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21668","Savelugu",0,0,0,74.21477313,70.38776111,84.66293819,86.26374707,82.45964417,86.82340816,78.85432785,87.8290767,81.9694942,0,0,91.96,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21669","North-East Gonja",0,0,0,0,77.78486436,78.71176976,78.29007552,70.63146807,73.57995812,69.93166287,0,81.05328301,0,0,80.71,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21670","East Gonja",0,0,0,0,77.78486436,78.71176976,78.29007552,70.63146807,73.57995812,69.93166287,0,81.05328301,0,0,80.71,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21671","Bolgatanga East",0,0,62.90731749,63.62017921,71.4611671,76.33392097,82.81721216,73.53554081,45.36392759,76.86319039,74.68137833,86.16848784,0,0,84.88,100,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21672","Bolgatanga",0,0,62.90731749,63.62017921,71.4611671,76.33392097,82.81721216,73.53554081,45.36392759,76.86319039,74.68137833,86.16848784,0,0,84.88,100,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21673","Garu",0,0,0,0,0,65.38399678,68.77113703,69.29145034,80.80981344,73.43936418,80.00678486,77.35044296,0,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21674","Tempane",0,0,0,0,0,65.38399678,68.77113703,69.29145034,80.80981344,73.43936418,80.00678486,77.35044296,0,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21675","Anloga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21676","Keta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21677","Effia Kwesimintsim",0,0,0,0,0,0,0,0,58.2479666,73.76438183,76.43986275,83.65415375,0,0,60.17,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Ghana","GHA21678","Sekondi Takoradi",0,0,0,0,0,0,0,0,58.2479666,73.76438183,76.43986275,83.65415375,0,0,60.17,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30035","Almoustrat",0,0,0,0,0,0,0,0,0,86.9402927,94.24282587,89.18013377,0,0,0,58.07,71.08,86.75,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30036","Anderamboukane",0,0,0,0,0,0,0,0,0,80.00350884,86.271727,84.13903074,0,0,0,45.6,99.54,100,77.22,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30037","Inekar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30038","Tidermene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30039","Sagabary",0,0,0,0,0,0,0,81.13158662,43.10131923,80.45119503,84.41176044,81.84046948,0,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30040","Sefeto",0,0,0,0,0,0,0,0,62.05893389,79.3424124,80.73548802,68.19902893,76.79998961,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30041","Achouratt",0,0,0,0,0,0,0,0,0,100,48.70583214,79.68430896,0,0,97.45,100,100,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30042","Al-Ourche",0,0,0,0,0,0,0,0,0,100,48.70583214,79.68430896,0,0,97.45,100,100,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30043","Arawane",0,0,0,0,0,0,0,0,0,100,48.70583214,79.68430896,0,0,97.45,100,100,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30044","Boujbeha",0,0,0,0,0,0,0,0,0,100,48.70583214,79.68430896,0,0,97.45,100,100,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30045","Foum Alba",0,0,0,0,0,0,0,0,0,100,48.70583214,79.68430896,0,0,97.45,100,100,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mali","MLI30046","Taoudenit",0,0,0,0,0,0,0,0,0,100,48.70583214,79.68430896,0,0,97.45,100,100,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mauritania","MRT31091","Ghabou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mauritania","MRT31092","Benichab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mozambique","MOZ33154","Macate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mozambique","MOZ33161","Vanduze",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mozambique","MOZ33176","Larde",0,0,0,0,0,0,0,0,0,74.09797621,78.01790998,77.27817537,0,0,95.17,0,84.75,71.52,88.08,100,100,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Mozambique","MOZ33177","Liupo",0,0,0,0,0,0,0,0,0,83.44490343,74.79391882,69.36847004,0,0,92.99,0,86.05,70.02,87.12,97.64,77.68,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Mozambique","MOZ33229","Doa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.25,75.01,95.36,85.95,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Mozambique","MOZ33232","Mavara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,54,67.1,100,0,0,0,0,"Not delivered","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered"
"Mozambique","MOZ33240","Derre",0,0,0,0,0,0,0,0,0,0,75.09762054,79.2356778,0,0,94.36,0,91.91,78.1,86.55,0,77.49,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered"
"Mozambique","MOZ33245","Luabo",0,0,0,0,0,0,0,0,0,58.76733271,63.13545375,71.18443529,0,0,85.66,0,100,70.14,48.47,0,78.19,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered"
"Mozambique","MOZ33250","Mocubela",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,79.68,81.28,0,100,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered"
"Mozambique","MOZ33252","Molumbo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.63,80.69,90.61,0,95.1,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered"
"Mozambique","MOZ33255","Mulevala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.08,0,97.39,77.03,80.43,0,95.73,0,0,"Not delivered","Not delivered","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered"
"Mozambique","MOZ33260","Chongoene (city)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Mozambique","MOZ33262","Mapai (city)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.76,0,0,0,100,89.62,91.45,0,0,"Not delivered","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Niger","NER35337","Arlit",0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.76,93.69,0,90.83,95.41,90.56,94.05,0,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Niger","NER35338","Iferouane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.76,93.69,0,90.83,95.41,90.56,94.01,0,0,"Not delivered","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Niger","NER35339","Tchirozerine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35340","Ingall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35341","Aderbissinat",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35342","Diffa",0,0,0,0,0,0,0,0,0,0,76.20630615,64.88149755,77.59995458,0,18,91.57,0,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35343","Bosso",0,0,0,0,0,0,0,0,0,0,76.20630615,64.88149755,77.59995458,0,18,91.57,0,100,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35344","Maine Soroa",0,0,0,0,0,0,0,0,0,0,73.03999654,70.68547826,63.43987401,0,87.22,91.15,0,84,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35345","Goudoumaria",0,0,0,0,0,0,0,0,0,0,73.03999654,70.68547826,63.43987401,0,87.22,91.15,0,84,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35346","N'Guigmi",0,0,0,0,0,0,0,0,0,0,63.3105802,68.31646689,77.20029361,0,57.04,96.77,0,90.5,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35347","N'Gourti",0,0,0,0,0,0,0,0,0,0,63.3105802,68.31646689,77.20029361,0,57.04,96.77,0,90.5,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35348","Boboye",0,0,0,0,0,0,0,0,43.80428146,77.5706767,63.67391797,63.08341054,71.52002504,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35349","Falmey",0,0,0,0,0,0,0,0,43.80428146,77.5706767,63.67391797,63.08341054,71.52002504,0,100,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35350","Dogondoutchi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35351","Tibiri",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35352","Gaya",0,0,0,0,0,0,0,0,0,0,0,58.73787923,70.55992953,0,85.19,97.51,0,90.66,95.04,95.57,98.14,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Niger","NER35353","Dioundiou",0,0,0,0,0,0,0,0,0,0,0,58.73787923,70.55992953,0,85.19,97.51,0,90.66,95.04,95.57,97.57,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Niger","NER35354","Aguie",0,0,0,0,0,0,0,0,73.18315979,79.65166302,71.88859435,67.51673829,69.59996214,0,96.44,96.36,0,90.01,93.1,93.66,98.34,0,94.11,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM"
"Niger","NER35355","Gazaoua",0,0,0,0,0,0,0,0,73.18315979,79.65166302,71.88859435,67.51673829,69.59996214,0,96.44,96.36,0,90.01,93.1,93.66,96.93,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Niger","NER35356","Dakoro",0,0,0,0,0,0,0,0,45.02540352,78.81115039,70.67835303,66.35818715,75.28007751,0,88.7,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35357","Bermo",0,0,0,0,0,0,0,0,45.02540352,78.81115039,70.67835303,66.35818715,75.28007751,0,88.7,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35358","Niamey 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35359","Niamey 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35360","Niamey 3",0,0,0,0,0,0,0,0,0,7.146428203,100,75.81475254,60.95989584,0,100,94.83,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35361","Niamey 4",0,0,0,0,0,0,0,0,0,7.146428203,100,75.81475254,60.95989584,0,100,94.83,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35362","Birni N'Konni",0,0,0,0,0,0,0,74.64130855,71.40164527,79.07079646,68.32759751,62.2809668,74.93594795,0,100,93.33,0,94.78,90.89,96.95,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Niger","NER35363","Malbaza",0,0,0,0,0,0,0,74.64130855,71.40164527,79.07079646,68.32759751,62.2809668,74.93594795,0,100,93.33,0,94.78,90.89,96.95,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Niger","NER35364","Illela",0,0,0,0,0,0,0,79.44003316,62.05672545,79.47201267,70.14233903,59.07170588,78.85804975,0,85.37,91.31,0,94.91,94.65,97.69,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Niger","NER35365","Bagaroua",0,0,0,0,0,0,0,79.44003316,62.05672545,79.47201267,70.14233903,59.07170588,78.85804975,0,85.37,91.31,0,94.91,94.65,97.69,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Niger","NER35366","Tahoua",0,0,0,0,0,0,0,76.2400653,44.16056709,64.28853198,64.7049247,59.5141456,70.87992769,0,80.14,97.65,0,92.08,91.92,97.07,97.55,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Niger","NER35367","Ville de Tahoua",0,0,0,0,0,0,0,76.2400653,44.16056709,64.28853198,64.7049247,59.5141456,70.87992769,0,80.14,97.65,0,92.08,91.92,97.07,98.25,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered"
"Niger","NER35368","Tchintabaraden",0,0,0,0,0,0,0,71.67979724,55.49449037,76.43730289,66.14963428,60.04379773,62.56011009,0,82.95,92.74,0,89.67,93.22,77.3,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Niger","NER35369","Tassara",0,0,0,0,0,0,0,71.67979724,55.49449037,76.43730289,66.14963428,60.04379773,62.56011009,0,82.95,92.74,0,89.67,93.22,77.3,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Niger","NER35370","Tillia",0,0,0,0,0,0,0,71.67979724,55.49449037,76.43730289,66.14963428,60.04379773,62.56011009,0,82.95,92.74,0,89.67,93.22,77.3,0,0,0,"ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","Not delivered","ALB+IVM","ALB+IVM","ALB+IVM","Not delivered","Not delivered","Not delivered"
"Niger","NER35371","Filingue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35372","Abala",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35373","Balleyara",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35374","Ouallam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35375","Banibangou",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35376","Say",0,0,0,0,0,0,0,69.32007061,63.40878678,79.35699955,74.96602162,64.85061402,79.52,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35377","Torodi",0,0,0,0,0,0,0,69.32007061,63.40878678,79.35699955,74.96602162,64.85061402,79.52,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35378","Tera",0,0,0,0,0,0,0,78.16004605,64.12552596,78.80148713,70.85326079,88.46458794,78.87995846,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
"Niger","NER35379","Bankilare",0,0,0,0,0,0,0,78.16004605,64.12552596,78.80148713,70.85326079,88.46458794,78.87995846,0,0,0,0,0,0,0,0,0,0,"ALB+IVM","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered","Not delivered"
